wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
gold-silver,easy,clueOption1,union,2048,12155,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption1,union,4096,12192,20,18,"['shine', 'Christmas', 'money', 'medal', 'precious', 'valuable', 'mineral', 'colors', 'bronze', 'riches', 'metal', 'jewelry', 'rich', 'dig', 'expensive', 'elements', 'necklace', 'element']"
gold-silver,easy,clueOption2,intersection,2,29,31,15,"['ring', 'coins', 'medal', 'precious', 'valuable', 'bronze', 'shiny', 'jewelry', 'metal', 'bling', 'coin', 'expensive', 'mine', 'necklace', 'currency']"
gold-silver,easy,clueOption2,intersection,4,403,31,22,"['ring', 'valuable', 'underground', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'medal', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,8,1299,31,23,"['ring', 'valuable', 'underground', 'colors', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'medal', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,16,2668,31,25,"['ring', 'valuable', 'underground', 'colors', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,32,4412,31,26,"['ring', 'capital', 'valuable', 'underground', 'colors', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,64,6444,31,26,"['ring', 'capital', 'valuable', 'underground', 'colors', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,128,8460,31,26,"['ring', 'capital', 'valuable', 'underground', 'colors', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,256,10055,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,512,11157,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,1024,11734,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,2048,12004,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,intersection,4096,12127,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,2,152,31,21,"['ring', 'valuable', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'medal', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,4,1552,31,24,"['ring', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'medal', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,8,3685,31,26,"['ring', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,16,5838,31,26,"['ring', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,32,7883,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,64,9584,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,128,10773,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'sparkle', 'shining', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,256,11541,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,512,11913,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,1024,12089,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,2048,12155,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption2,union,4096,12192,31,28,"['ring', 'capital', 'valuable', 'underground', 'colors', 'periodic', 'jewelry', 'rich', 'currency', 'pretty', 'sparkly', 'jewels', 'expensive', 'shining', 'sparkle', 'award', 'medal', 'material', 'precious', 'bronze', 'metal', 'coin', 'elements', 'coins', 'shiny', 'bling', 'mine', 'necklace']"
gold-silver,easy,clueOption3,intersection,2,29,36,15,"['ring', 'money', 'coins', 'medal', 'precious', 'rings', 'valuable', 'bronze', 'shiny', 'jewelry', 'coin', 'color', 'expensive', 'bracelet', 'currency']"
gold-silver,easy,clueOption3,intersection,4,403,36,23,"['ring', 'valuable', 'jewelry', 'color', 'rich', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'medal', 'wealth', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,intersection,8,1299,36,25,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,intersection,16,2668,36,26,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,intersection,32,4412,36,26,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,intersection,64,6444,36,27,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,intersection,128,8460,36,28,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,intersection,256,10055,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,intersection,512,11157,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,intersection,1024,11734,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,intersection,2048,12004,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,intersection,4096,12127,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,2,152,36,19,"['ring', 'valuable', 'jewelry', 'color', 'rich', 'bracelet', 'currency', 'mining', 'expensive', 'medal', 'wealth', 'precious', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny']"
gold-silver,easy,clueOption3,union,4,1552,36,26,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'medal', 'wealth', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,union,8,3685,36,26,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,union,16,5838,36,28,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'money', 'coins', 'rings', 'shiny', 'wedding', 'Olympics']"
gold-silver,easy,clueOption3,union,32,7883,36,30,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'precious', 'beautiful', 'bright', 'bronze', 'coin', 'elements', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,64,9584,36,30,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,128,10773,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,256,11541,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,512,11913,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,1024,12089,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,2048,12155,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption3,union,4096,12192,36,31,"['ring', 'valuable', 'colors', 'jewelry', 'color', 'rich', 'worthy', 'bracelet', 'currency', 'mining', 'priceless', 'rust', 'expensive', 'wealthy', 'wealth', 'medal', 'earring', 'beautiful', 'precious', 'bright', 'bronze', 'coin', 'elements', 'transition', 'money', 'coins', 'rings', 'shiny', 'wedding', 'colored', 'Olympics']"
gold-silver,easy,clueOption4,intersection,2,29,10,4,"['jewelry', 'expensive', 'money', 'valuable']"
gold-silver,easy,clueOption4,intersection,4,403,10,6,"['money', 'valuable', 'chemistry', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,intersection,8,1299,10,6,"['money', 'valuable', 'chemistry', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,intersection,16,2668,10,7,"['money', 'valuable', 'chemistry', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,intersection,32,4412,10,7,"['money', 'valuable', 'chemistry', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,intersection,64,6444,10,7,"['money', 'valuable', 'chemistry', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,intersection,128,8460,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,intersection,256,10055,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,intersection,512,11157,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,intersection,1024,11734,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,intersection,2048,12004,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,intersection,4096,12127,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,union,2,152,10,6,"['money', 'valuable', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,union,4,1552,10,8,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,union,8,3685,10,8,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,union,16,5838,10,8,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive']"
gold-silver,easy,clueOption4,union,32,7883,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
gold-silver,easy,clueOption4,union,64,9584,10,9,"['money', 'valuable', 'chemistry', 'riches', 'miner', 'jewelry', 'treasure', 'expensive', 'materials']"
